Order_Id,Sales,Revenue,Profit,Customer_Id,Customer_Full_Name,Date,Product_Name,Product_Category,Country,City,Taxes,Price,Coast_of_Product,Disscounts,Shipping_Cost,Payment_Method,Sales_Channel,SalesPerson,Currency
10081,7,2526.608,769.558,2886,Leo Khan,10/6/2024,Keyboard,Tech,USA,New York,434.41,424.64,181.83,0.15,49.83,Credit Card,Direct,S. Rossi,MAD
10082,5,4208.595,58.815,2168,Noah Garcia,3/26/2023,Tablet,Tech,UAE,Dubai,746.8,886.02,676.09,0.05,22.53,Credit Card,Direct,L. Martin,EUR
10083,6,1999.863,536.053,1880,Leo Haddad,5/2/2024,Smartphone,Electronic,Morocco,Casablanca,168.58,392.13,210.72,0.15,30.91,Crypto,Online,M. Lopez,USD
10084,4,1587.032,671.052,1117,Nora Kowalski,2/9/2025,Keyboard,Gadgets,UAE,Dubai,203.21,417.64,171.69,0.05,26.01,PayPal,Online,L. Martin,USD
10085,4,4421.7,-411.48,1623,Sofia Lopez,2/5/2025,Laptop,Electronic,USA,New York,488.7,1228.25,1085.76,0.1,1.44,Credit Card,Partner,Unknown,EUR
10086,7,7442.253,880.483,2445,Maria Chen,12/4/2024,Headphone,Electronic,Morocco,Casablanca,609.85,1181.31,850.17,0.1,0.73,Cash,Direct,M. Lopez,MAD
10087,6,4967.838,660.958,2331,Lucas Smith,9/6/2023,Mouse,Tech,Spain,Madrid,316.2,919.97,660.83,0.1,25.7,Crypto,Direct,Unknown,EUR
10088,7,3823.344,188.464,1796,Mariam Ibrahim,6/18/2025,Keyboard,Tech,Morocco,Casablanca,591.27,606.88,431.52,0.1,22.97,Credit Card,Direct,A. Johnson,USD
10089,1,598.664,68.324,1052,Sofia Chen,3/25/2024,Tablet,Electronic,France,Paris,117.94,748.33,395.96,0.2,16.44,Cash,Direct,Unknown,USD
10090,3,2633.64,1110.38,1847,Ahmed Haddad,4/5/2023,Phone,Gadgets,Morocco,Casablanca,0,877.88,501.08,0,20.02,Bank Transfer,Direct,K. Haddad,USD
10091,4,1041.048,141.208,1666,Nora Benali,4/3/2023,Headphone,Gadgets,Morocco,Casablanca,188.58,289.18,165.65,0.1,48.66,Bank Transfer,Retail,Unknown,EUR
10092,5,1218.36,452.49,1681,Leo Khan,4/8/2025,Monitor,Electronic,Spain,Madrid,123.98,304.59,128.06,0.2,1.59,Cash,Retail,Unknown,USD
10093,6,1131.678,155.838,2968,Nora Smith,3/19/2023,Tablet,Electronic,USA,New York,208.38,198.54,125.16,0.05,16.5,Credit Card,Online,A. Johnson,MAD
10094,3,234.54,-1279.23,2079,Youssef Haddad,12/16/2023,Mouse,Tech,Morocco,Casablanca,35.92,78.18,490,0,7.85,Credit Card,Direct,Unknown,USD
10095,5,119.2,-23.72,2715,Ali Rahmani,12/19/2024,Mouse,Gadgets,Morocco,Casablanca,16.64,23.84,19.89,0,26.83,Credit Card,Direct,L. Martin,EUR
10096,6,2105.865,22.885,1525,Lucas Dubois,11/29/2024,Phone,Electronic,UAE,Dubai,341.4,369.45,288.16,0.05,12.62,Cash,Direct,A. Johnson,USD
10097,7,6533.1,-301.2,2297,Youssef Smith,5/20/2024,Headphone,Electronic,UAE,Dubai,848.11,1037,852.64,0.1,17.71,Crypto,Online,M. Lopez,USD
10098,3,909.264,220.724,2062,Mariam Rossi,9/30/2023,Mouse,Tech,Morocco,Casablanca,70.32,378.86,202.55,0.2,10.57,PayPal,Retail,A. Johnson,EUR
10099,2,1299.68,257.37,2603,Leo Silva,1/29/2024,Tablet,Tech,USA,New York,180.71,812.3,419.64,0.2,22.32,Crypto,Online,K. Haddad,USD
10100,3,2499.663,254.543,1033,Ali Khan,9/14/2024,Phone,Tech,Morocco,Casablanca,326.37,980.26,627.16,0.15,37.27,Crypto,Partner,A. Johnson,USD
10101,1,684.32,80.13,2305,Maria Khan,11/16/2023,Keyboard,Tech,Germany,Berlin,71.49,855.4,504.16,0.2,28.54,PayPal,Partner,A. Johnson,MAD
10102,3,4440.12,1073.93,1276,John Garcia,12/10/2024,Keyboard,Tech,UAE,Dubai,227.02,1480.04,1040.3,0,18.27,Bank Transfer,Online,M. Lopez,USD
10103,4,5116.84,2507.3,1242,John Kowalski,6/26/2024,Phone,Tech,UAE,Dubai,317.42,1279.21,567.9,0,20.52,PayPal,Partner,K. Haddad,MAD
10104,4,5086.196,-1024.644,1003,Ali Silva,4/26/2025,Laptop,Tech,Germany,Berlin,993.95,1495.94,1269.01,0.15,40.85,Bank Transfer,Retail,A. Johnson,EUR
10105,1,746.31,36.46,1714,Maria Chen,1/27/2024,Keyboard,Tech,UAE,Dubai,117.74,746.31,568.28,0,23.83,Credit Card,Retail,Unknown,MAD
10106,5,4925.1125,1492.8425,1224,Sara Rossi,6/15/2024,Laptop,Tech,UAE,Dubai,560.55,1158.85,571.92,0.15,12.12,Credit Card,Online,K. Haddad,USD
10107,7,5973.52,-647.93,2534,Leo Kowalski,5/17/2025,Laptop,Electronic,UAE,Dubai,752.16,1066.7,836.18,0.2,16.03,Cash,Direct,M. Lopez,EUR
10108,3,275.595,64.195,2673,Ahmed Lopez,6/21/2023,Phone,Electronic,UAE,Dubai,36.46,96.7,54.95,0.05,10.09,Credit Card,Online,M. Lopez,MAD
10109,2,300.08,89.41,2994,Ahmed Kowalski,7/3/2024,Keyboard,Electronic,Morocco,Casablanca,49.22,150.04,70.43,0,20.59,Credit Card,Online,A. Johnson,MAD
10110,6,907.341,-186.949,1333,Emma Rahmani,6/3/2025,Monitor,Tech,Germany,Berlin,176.71,177.91,146.84,0.15,36.54,Bank Transfer,Online,Unknown,USD
10111,1,323.4,38.51,1917,Ahmed Khan,7/25/2024,Mouse,Tech,UAE,Dubai,52.12,323.4,190.68,0,42.09,PayPal,Retail,S. Rossi,USD
10112,3,3231.9,1159,1004,Ali Kowalski,4/30/2025,Tablet,Electronic,Morocco,Casablanca,241.23,1197,599.47,0.1,33.26,Credit Card,Partner,L. Martin,USD
10113,2,2590.916,764.786,1295,Noah Rossi,4/19/2025,Smartphone,Electronic,UAE,Dubai,282.07,1363.64,761.05,0.05,21.96,Crypto,Partner,K. Haddad,USD
10114,6,8109.06,1002.44,1142,Sara Dubois,10/26/2024,Headphone,Electronic,USA,New York,1314.81,1351.51,962.34,0,17.77,Credit Card,Partner,L. Martin,USD
10115,7,3705.408,436.008,1197,Maria Haddad,10/7/2024,Laptop,Tech,UAE,Dubai,486.99,588.16,395.11,0.1,16.64,Cash,Direct,S. Rossi,USD
10116,3,1237.584,328.564,1477,Emma Haddad,8/19/2023,Keyboard,Gadgets,Morocco,Casablanca,153.85,515.66,242.17,0.2,28.66,Cash,Online,L. Martin,MAD
10117,5,977.92,125.09,1288,Emma Smith,9/11/2023,Headphone,Tech,Spain,Madrid,163.1,244.48,135.9,0.2,10.23,Crypto,Online,L. Martin,USD
10118,2,2296.88,201.98,2932,Fatima Ibrahim,6/8/2023,Laptop,Gadgets,Morocco,Casablanca,150.3,1148.44,962.83,0,18.94,Bank Transfer,Retail,Unknown,EUR
10119,5,834.72,80.34,2180,Sofia Dubois,2/16/2023,Phone,Tech,France,Paris,109.33,208.68,124.92,0.2,20.45,Crypto,Online,Unknown,EUR
10120,5,4885.425,285.345,1793,Ali Khan,3/21/2025,Phone,Tech,UAE,Dubai,658.68,1085.65,782.29,0.1,29.95,Crypto,Online,L. Martin,USD
10121,4,1097.288,-129.482,1395,Luis Chen,8/6/2023,Headphone,Electronic,Morocco,Casablanca,210.78,288.76,246.67,0.05,29.31,Crypto,Online,K. Haddad,USD
10122,6,862.818,161.018,2003,Sofia Chen,12/22/2023,Mouse,Electronic,Germany,Berlin,119.88,169.18,89.33,0.15,45.94,Bank Transfer,Online,Unknown,USD
10123,5,6580.175,266.525,2822,Luis Haddad,1/13/2024,Laptop,Gadgets,France,Paris,1090.25,1385.3,1043.99,0.05,3.45,Credit Card,Online,A. Johnson,USD
10124,3,2996.838,-292.472,1813,Noah Haddad,9/4/2024,Tablet,Tech,Morocco,Casablanca,352.51,1109.94,962.52,0.1,49.24,Credit Card,Online,Unknown,EUR
10125,6,1774.5,-28.17,1566,Ahmed Dubois,1/6/2024,Phone,Electronic,USA,New York,320.27,295.75,242.14,0,29.56,PayPal,Online,A. Johnson,MAD
10126,5,2761.5075,29.7475,1116,Mariam Silva,10/27/2024,Monitor,Tech,Morocco,Casablanca,470.64,581.37,448.89,0.05,16.67,Crypto,Partner,Unknown,MAD
10127,7,4212.5755,-26.4745,1474,Mariam Chen,2/22/2024,Smartphone,Electronic,USA,New York,504.9,633.47,526.89,0.05,45.92,Credit Card,Retail,S. Rossi,MAD
10128,3,205.83,-18.45,1709,Luis Khan,5/15/2024,Headphone,Gadgets,USA,New York,25.68,68.61,58.76,0,22.32,Credit Card,Partner,K. Haddad,EUR
10129,1,528.523,108.123,2492,Luis Ibrahim,2/18/2023,Laptop,Tech,UAE,Dubai,27.46,556.34,384.04,0.05,8.9,Crypto,Direct,K. Haddad,USD
10130,4,2377.62,154.61,2383,Leo Benali,7/14/2024,Mouse,Electronic,Spain,Madrid,309.71,699.3,474.58,0.15,14.98,Credit Card,Online,Unknown,EUR
10131,5,2736.135,568.815,1669,Maria Rahmani,10/12/2023,Smartphone,Gadgets,Morocco,Casablanca,280.2,608.03,372.96,0.1,22.32,Credit Card,Direct,S. Rossi,USD
10132,1,66.681,-2.759,1589,John Dubois,1/6/2024,Headphone,Electronic,France,Paris,0,74.09,47.12,0.1,22.32,Credit Card,Online,S. Rossi,USD
10133,7,5606.44,1243.14,2701,Youssef Rahmani,4/10/2025,Tablet,Tech,USA,New York,617.35,800.92,534.4,0,5.15,Crypto,Direct,M. Lopez,MAD
10134,5,625.765,37.075,2901,Fatima Smith,6/11/2023,Mouse,Electronic,Germany,Berlin,56.7,131.74,102.31,0.05,20.44,Credit Card,Retail,S. Rossi,MAD
10135,7,8225.392,-1141.528,1312,John Chen,1/28/2025,Keyboard,Tech,USA,New York,914.64,1468.82,1204.28,0.2,22.32,Cash,Online,M. Lopez,USD
10136,3,868.776,-79.904,1760,John Haddad,8/27/2023,Monitor,Tech,France,Paris,120.98,361.99,266.41,0.2,28.47,Credit Card,Online,M. Lopez,EUR
10137,3,2810.271,764.541,2111,Youssef Haddad,3/19/2023,Keyboard,Tech,Morocco,Casablanca,479.99,986.06,511.86,0.05,30.16,Cash,Online,Unknown,USD
10138,6,5993.904,1066.284,1909,Fatima Benali,1/4/2025,Headphone,Electronic,Morocco,Casablanca,426.54,1248.73,747.48,0.2,16.2,Credit Card,Partner,M. Lopez,MAD
10139,2,62.784,2.334,2404,Maria Silva,7/1/2024,Mouse,Electronic,USA,New York,3.39,39.24,17.37,0.2,22.32,Credit Card,Retail,Unknown,EUR
10140,5,2574.84,-428.02,1745,John Benali,1/21/2024,Smartphone,Electronic,Morocco,Casablanca,260.76,643.71,544.79,0.2,18.15,Credit Card,Direct,K. Haddad,MAD
10141,7,2917.11,455.82,1939,Noah Rossi,5/16/2025,Tablet,Electronic,Morocco,Casablanca,336.69,416.73,296.74,0,47.42,Cash,Retail,Unknown,EUR
10142,6,6339.816,1930.786,1127,Luis Haddad,1/5/2025,Smartphone,Tech,France,Paris,1167.69,1174.04,536.68,0.1,21.26,Crypto,Online,K. Haddad,USD
10143,3,2218.554,89.664,2382,Sara Khan,7/20/2023,Phone,Electronic,Morocco,Casablanca,321.74,778.44,600.06,0.05,6.97,Credit Card,Direct,A. Johnson,USD
10144,3,1545.888,505.718,2750,Leo Rahmani,3/15/2025,Smartphone,Electronic,Morocco,Casablanca,117.1,644.12,300.25,0.2,22.32,Crypto,Direct,S. Rossi,USD
10145,3,3526.647,549.617,1933,Youssef Lopez,2/3/2023,Monitor,Tech,USA,New York,481.31,1237.42,822.67,0.05,27.71,Credit Card,Direct,M. Lopez,EUR
10146,1,605,-14.4,1026,Ali Garcia,4/4/2025,Headphone,Tech,Morocco,Casablanca,31.25,756.25,574.83,0.2,13.32,Credit Card,Online,A. Johnson,USD
10147,3,2712.51,434.42,1905,Ahmed Garcia,11/15/2024,Tablet,Tech,UAE,Dubai,336.73,904.17,633.15,0,41.91,Crypto,Direct,S. Rossi,MAD
10148,5,2788.4875,639.6675,2386,Lucas Rahmani,12/5/2024,Laptop,Electronic,UAE,Dubai,208.98,587.05,387.14,0.05,4.14,Crypto,Partner,A. Johnson,MAD
10149,4,4179.816,1751.306,2535,Nora Silva,11/6/2024,Headphone,Tech,Morocco,Casablanca,389.99,1161.06,504.05,0.1,22.32,Bank Transfer,Retail,Unknown,USD
10150,1,1033.4765,146.3965,1663,Sara Khan,1/27/2025,Laptop,Tech,Morocco,Casablanca,113.16,1087.87,767.17,0.05,6.75,Credit Card,Direct,Unknown,USD
10151,1,377.523,21.623,2514,Maria Lopez,4/28/2025,Phone,Tech,Morocco,Casablanca,52.57,419.47,281.01,0.1,22.32,PayPal,Partner,K. Haddad,MAD
10152,6,8602.5,3067.57,2524,Noah Dubois,3/14/2023,Laptop,Electronic,Spain,Madrid,1424.89,1433.75,684.38,0,3.76,Bank Transfer,Online,K. Haddad,USD
